Category,Title,Link,Price,Location,Date,Bedrooms,SqFt,ImageURL
housing,Elan Sector 49 Gurgaon: The Heart of Modern Living.,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/elan-sector-49-gurgaon-the-heart-of/7887801353.html,N/A,Gurgaon,N/A,4br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Yamuna Expressway Plot Scheme to come up in 2025,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/yamuna-expressway-plot-scheme-to-come/7887790199.html,"₨2,000,000",100ft 2 Yamuna Expressway,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Book Your Perfect Holiday Home in Dehradun with Piya Holiday Home,https://delhi.craigslist.orghttps://delhi.craigslist.org/vac/d/book-your-perfect-holiday-home-in/7887564356.html,"₨3,500",3br 2500ft 2 dehradun,N/A,3br,2500sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Your Perfect 2 BHK in Gurgaon — Find It the Easy Way,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/your-perfect-bhk-in-gurgaon-find-it-the/7887564659.html,N/A,delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Projects in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/projects-in-noida/7887560515.html,"₨13,000,000",3br 2800ft 2 Noida,N/A,3br,2800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"3BHK Safdarjung Enclave, Terrace Garden, Lift",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/3bhk-safdarjung-enclave-terrace-garden/7887558178.html,"₨16,565",2100ft 2 Delhi,N/A,3br,2100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are you looking to invest in Yamuna Expressway?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-to-invest-in-yamuna/7887554603.html,N/A,Yamuna Expressway,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Classic Studio - Green Park Hauz Khas Village,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/classic-studio-green-park-hauz-khas/7887550966.html,"₨7,668",1br 450ft 2 Delhi,N/A,1br,450sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Greenbay Golf Village – Your Dream Plot on Yamuna Expressway!,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/greenbay-golf-village-your-dream-plot/7887550777.html,N/A,2360ft 2 Noida,N/A,N/A,2360sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Buy Property in South Delhi – Premium Flats, Floors & Plots",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/buy-property-in-south-delhi-premium/7887550353.html,₨1,2br Delhi,N/A,2br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Best Property in Bihar Sharif, Bihar | Rumi Developer",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/best-property-in-bihar-sharif-bihar/7887548967.html,"₨2,200,000",1000ft 2 Nalanda,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are you looking to invest in Godrej Evok Villas?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-looking-to-invest-in-godrej/7887548659.html,N/A,Greater Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,3 BHK in Noida Extension – Ready-to-Move Homes on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/bhk-in-noida-extension-ready-to-move/7887548273.html,"₨11,500,000","3br 1160ft 2 Sector 10 Greater Noida West, Greater Noida",N/A,3br,1160sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"BluO 3BHK Green Park, Private Garden Balcony, Lift",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/bluo-3bhk-green-park-private-garden/7887545654.html,"₨14,255",1800ft 2 Delhi,N/A,3br,1800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why consider purchasing a farmhouse and not renting?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-consider-purchasing-farmhouse-and/7887542596.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Room with attached washroom near Medanta Medicity Hospital,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/room-with-attached-washroom-near/7887333267.html,"₨2,000",1br 1ft 2 Gurgaon,N/A,1br,1sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio near Medanta Medicity Hospital in Sector 38 Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-near-medanta-medicity-hospital/7887332629.html,"₨3,000",350ft 2 Gurgaon,N/A,1br,350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Studio Defence Colony Mkt - Kitchen, Balcony",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-defence-colony-mkt-kitchen/7887329837.html,"₨4,607",450ft 2 Delhi,N/A,1br,450sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Ganga LIV89 | Premium 3.5 BHK Residences,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ganga-liv89-premium-35-bhk-residences/7887323579.html,"₨22,500,000",3br 2700ft 2 Delhi,N/A,3br,2700sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Your Shortcut to Finding Homes in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/landkhoj-your-shortcut-to-finding-homes/7887317833.html,N/A,delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Looking for Affordable & Luxury Floors in Sohna?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-affordable-luxury-floors-in/7887311190.html,"₨17,500,000",1089ft 2 Sector 35,N/A,N/A,1089sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Future-Ready Land Investment Options in Rajgir, Bihar | Rumi Developer",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/future-ready-land-investment-options-in/7887310747.html,"₨2,200,000",1000ft 2 Nalanda,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Chintels Serenity Gurgaon – Luxury Ready to Move Apartments  Sec 109,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/chintels-serenity-gurgaon-luxury-ready/7887309897.html,"₨23,800,000",3br 1955ft 2 Sector 109 Gurgaon,N/A,3br,1955sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Stay Near India Expo Mart – Book Y Stay by Lime Tree Hotels, Greater N",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/stay-near-india-expo-mart-book-stay-by/7887308174.html,"₨3,500",1br 690ft 2 Gurgaon,N/A,1br,690sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why should you invest in a farmhouse in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-should-you-invest-in-farmhouse-in/7887303107.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Best Office Space in Noida – Fully Furnished Offices | Coworks Space,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/best-office-space-in-noida-fully/7880659365.html,N/A,1500ft 2 Noida,N/A,N/A,1500sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Affordable Coworking Space in Noida Sector 63 – Perfect for Your Work,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/affordable-coworking-space-in-noida/7880659495.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Best Coworking Space in Noida – Ready-to-Move Offices,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/best-coworking-space-in-noida-ready-to/7882083294.html,N/A,2000ft 2 Noida,N/A,N/A,2000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Find the Perfect Coworking Space in Noida – TC Coworks,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/find-the-perfect-coworking-space-in/7882096169.html,N/A,15ft 2 Noida,N/A,N/A,15sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Top 10 Coworking Spaces in Noida 2025 – Find Your Perfect Workspace,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/top-10-coworking-spaces-in-noida-find/7884290641.html,N/A,10ft 2,N/A,N/A,10sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What is the location of Lake View Farms?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-is-the-location-of-lake-view-farms/7887069986.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Buy 2, 3 & 4 BHK Apartments in Mahagun Mirabella Villas",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/buy-bhk-apartments-in-mahagun-mirabella/7887069448.html,"₨40,000,000",6750ft 2 India,N/A,N/A,6750sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – The Easy Way to Find 2 BHK Flats in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/landkhoj-the-easy-way-to-find-bhk-flats/7887069350.html,N/A,210ft 2 delhi,N/A,N/A,210sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What amenities are available in Godrej Crest Villas Society?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-amenities-are-available-in-godrej/7887063541.html,N/A,Greater Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Invest Smart - Affordable Land in Chapra | Rumi Developer,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/invest-smart-affordable-land-in-chapra/7887061777.html,"₨2,200,000",1000ft 2 Chapra,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,BLF Floors in Sohna – 3 BHK Apartments Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/blf-floors-in-sohna-bhk-apartments/7887061286.html,"₨17,500,000",1089ft 2 Sector 35,N/A,N/A,1089sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Ultima 107 Noida - Builder Floor in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/ultima-107-noida-builder-floor-in-noida/7887060339.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Explore Prime Residential Land at Sector 16, Yamuna Expressway",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/explore-prime-residential-land-at/7887057956.html,"₨12,500,000",1200ft 2 Greater Noida,N/A,N/A,1200sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Gaur NYC Residences – Featured Real Estate Listing on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/gaur-nyc-residences-featured-real/7887057742.html,"₨26,500,000","4br 1062ft 2 Wave City, Ghaziabad",N/A,4br,1062sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Looking for residential plots at affordable rates?,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/looking-for-residential-plots-at/7887054293.html,N/A,2000000ft 2 Noida,N/A,N/A,2000000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Farm House in Noida - Comfortable Living in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/farm-house-in-noida-comfortable-living/7887053823.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Omaxe Palm Greens Greater Noida | Villas Near Metro Station,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/omaxe-palm-greens-greater-noida-villas/7886824433.html,N/A,2178ft 2 Greater Noida,N/A,N/A,2178sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,One Saavira Premium Lifestyle Gurugram,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/one-saavira-premium-lifestyle-gurugram/7886824179.html,"₨43,800,000",3br 2190ft 2 Delhi,N/A,3br,2190sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Meffier Garden Avenue Floors – Luxury Living in Sohna’s,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/meffier-garden-avenue-floors-luxury/7886822393.html,"₨17,500,000","1650ft 2 Sector 5, Sohna",N/A,N/A,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio near Medanta Medicity Hospital in Sector 38 Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-near-medanta-medicity-hospital/7886822139.html,"₨3,000",1br 200ft 2 Gurgaon,N/A,1br,200sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio Apartment DLF Cyber City located in DLF Phase 3,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-apartment-dlf-cyber-city-located/7886822005.html,"₨3,000",350ft 2 Gurgaon,N/A,1br,350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Looking for a 3 BHK apartment to rent in Sector 76, Noida?",https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/looking-for-3-bhk-apartment-to-rent-in/7886816545.html,N/A,2175ft 2 Noid,N/A,N/A,2175sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Discover Affordable Luxury at BPTP Parklands Pride on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/discover-affordable-luxury-at-bptp/7886815947.html,"₨10,500,000","3br 1103ft 2 Sector 77, Faridabad",N/A,3br,1103sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Trump Towers Gurgaon Ready to Move Project in Sector 65,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/trump-towers-gurgaon-ready-to-move/7886814482.html,"₨1,100,000,000",Gurgaon Sector 65,N/A,3br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Ready-to-move-in Builder Floors for Sale in Divya Homes,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ready-to-move-in-builder-floors-for/7886813392.html,"₨2,300,000",950ft 2 Noida Extension,N/A,N/A,950sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,How to buy a Noida Authority plots?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/how-to-buy-noida-authority-plots/7886807799.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Premium Luxury Property in India,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/premium-luxury-property-in-india/7886582495.html,N/A,3br gurgaon,N/A,3br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio Apartments near Medanta Medicity Hospital in Sector 3,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-apartments-near-medanta-medicity/7886577149.html,"₨2,000",1br 300ft 2 Gurgaon,N/A,1br,300sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Room with attached washroom near Medanta Medicity Hospital,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/room-with-attached-washroom-near/7886577135.html,"₨2,000",250ft 2 Gurgaon,N/A,1br,250sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Low-Rise Floors in Sohna by Meffier Floors Sohna @9311400177,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/low-rise-floors-in-sohna-by-meffier/7886573002.html,"₨17,500,000","1650ft 2 Sector 5, Sohna",N/A,N/A,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Find Apartments & Commercial Property in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/landkhoj-find-apartments-commercial/7886570076.html,N/A,delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Indiabulls Estate Brochure | Luxury Flats in Sector 104 Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/indiabulls-estate-brochure-luxury-flats/7886569069.html,N/A,2804ft 2 gurgaon,N/A,N/A,2804sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,How many towers are there in Apex Aura project?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/how-many-towers-are-there-in-apex-aura/7886563370.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What are the top 5 builder floor in Noida Extension?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-are-the-top-builder-floor-in-noida/7886562188.html,"₨2,500,000",2900ft 2 Noida Extension,N/A,N/A,2900sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Best Place to Buy Property in Gorakhpur | Rumi Developer,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/best-place-to-buy-property-in-gorakhpur/7886559778.html,"₨1,200,000",1000ft 2 Gorakhpur,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,How many types of apartments are available in Crystal Homes?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/how-many-types-of-apartments-are/7886559761.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
